Product ID,Recency,Frequency,Monetary,class
TEC-AC-10003895,174,8,8323.51,1
FUR-BO-10004082,95,3,9115.42,1
FUR-BO-10001067,298,5,3829.04,4
TEC-CO-10000778,2,9,7068.56,1
OFF-AP-10002938,60,4,3199.31,3
TEC-CO-10003702,86,5,6784.22,1
FUR-TA-10001968,1013,1,1192.1,4
OFF-ST-10001974,33,13,36716.88,1
TEC-PH-10002645,2,4,11113.88,1
TEC-CO-10000395,41,4,13407.63,1
OFF-AVE-10003740,6,15,5926.41,1
FUR-IKE-10003682,7,6,7032.65,1
TEC-PH-10004553,1080,1,2914.56,4
TEC-AC-10004897,514,3,4540.53,4
FUR-HON-10002837,196,1,2063.64,3
TEC-STA-10000893,468,4,2809.85,4
TEC-AC-10001765,9,3,5109.42,1
TEC-CO-10002062,81,3,4789.01,1
TEC-CO-10000764,71,4,11327.29,1
TEC-MA-10002134,12,4,12694.32,1
OFF-ST-10004186,475,5,14316.42,2
FUR-BO-10001585,2,9,8973.6,1
OFF-AR-10002805,16,20,16966.26,1
FUR-BO-10000961,53,5,10638.07,1
TEC-AC-10003217,57,10,10266.31,1
TEC-AC-10003095,163,6,6525.5,1
OFF-AP-10000381,1028,1,1263.02,4
FUR-TA-10002638,632,1,1090.74,4
FUR-CH-10000391,100,8,5334.58,1
OFF-SU-10001689,378,7,7265.11,2
OFF-ST-10002240,62,7,5192.88,1
TEC-CO-10002504,103,4,3799.03,3
TEC-AC-10001840,181,5,4159.94,3
TEC-MA-10004458,469,1,1584.0,4
TEC-PH-10003813,50,2,4510.44,3
TEC-PH-10001424,478,4,6319.97,2
TEC-AC-10002799,60,10,9436.15,1
FUR-CH-10000583,27,3,14703.82,1
TEC-AC-10002567,23,9,8206.97,1
FUR-CH-10002468,13,7,12485.72,1
FUR-BO-10004404,1,4,6599.96,1
OFF-AP-10001564,215,3,2046.7,3
FUR-BO-10001834,94,4,8683.1,1
TEC-PH-10004559,343,5,11530.53,2
FUR-CH-10001343,600,6,13751.35,2
TEC-MA-10004224,37,2,3471.74,3
OFF-ST-10002685,40,6,10713.53,1
OFF-AP-10002186,572,2,2824.09,4
TEC-AC-10001089,204,8,10321.29,1
OFF-BRE-10003443,212,3,884.14,3
FUR-TA-10003887,681,2,4926.24,2
OFF-SAN-10003226,18,4,939.71,3
FUR-CH-10001607,104,5,5312.49,1
OFF-ST-10004847,5,4,9872.78,1
OFF-STA-10000298,16,15,11486.93,1
OFF-ST-10001460,70,16,10683.07,1
OFF-EN-10002449,64,6,9266.4,1
TEC-PH-10002799,646,1,2690.88,4
FUR-BO-10003563,51,7,9414.77,1
TEC-AC-10003413,40,6,4110.51,3
OFF-AR-10001953,140,7,4802.62,1
FUR-FU-10000972,51,4,6975.54,1
FUR-FU-10000482,92,5,2987.03,3
TEC-CO-10001571,125,7,6819.88,1
OFF-AP-10001408,504,1,1262.59,4
TEC-PH-10004389,47,3,5190.79,1
FUR-HAR-10002328,13,6,14801.58,1
TEC-AC-10004659,98,5,11444.83,1
OFF-ROG-10004646,11,10,3615.22,3
OFF-AP-10000026,20,6,6218.94,1
TEC-CO-10004976,147,2,3928.5,3
TEC-PH-10000960,33,4,7886.08,1
OFF-AP-10002941,137,2,14215.52,1
OFF-BRE-10003382,866,2,2474.08,4
FUR-CH-10003750,19,1,3309.52,3
TEC-AC-10001405,383,5,6710.62,2
TEC-AC-10003734,167,7,3040.82,3
OFF-ST-10002561,72,8,18493.42,1
TEC-CO-10004125,183,6,9379.65,1
TEC-AC-10001432,55,5,8362.05,1
TEC-CAN-10001571,875,1,2283.84,4
FUR-CH-10001832,2,7,15832.06,1
FUR-CH-10000603,29,5,2930.24,3
TEC-MA-10003787,69,3,6444.66,1
FUR-CH-10002768,117,6,2812.76,3
FUR-HAR-10002288,126,2,2500.53,3
TEC-CO-10002465,783,1,3870.24,4
TEC-MA-10000686,187,3,6222.54,1
FUR-TA-10001086,57,5,17782.83,1
OFF-AR-10002135,189,5,6641.96,1
TEC-AC-10000861,142,7,6786.07,1
TEC-APP-10001965,327,5,10764.37,2
FUR-CH-10003772,110,3,3317.33,3
OFF-SU-10003665,34,13,6456.9,1
FUR-BO-10004161,55,6,9246.62,1
TEC-PH-10004827,18,5,4232.18,3
FUR-CH-10004698,2,8,8859.21,1
FUR-BO-10001436,39,2,14730.01,1
FUR-CH-10001647,26,11,9246.51,1
OFF-ST-10000546,142,4,16903.84,1
TEC-AC-10000212,631,3,3791.57,4
TEC-BRO-10000348,18,2,1311.45,3
FUR-TA-10002356,70,6,6788.65,1
OFF-ST-10002720,68,11,8269.5,1
TEC-MA-10004408,141,1,1247.4,3
TEC-PH-10001805,469,3,8181.93,2
TEC-PH-10004601,92,6,16557.28,1
TEC-PH-10002094,819,1,1533.38,4
FUR-HAR-10001792,15,4,3512.34,3
FUR-FU-10000705,18,7,13408.48,1
OFF-ELD-10000151,16,14,4527.31,3
FUR-FU-10003066,553,3,4169.12,4
FUR-CH-10001675,21,8,10299.2,1
FUR-CH-10003968,2,6,5557.73,1
OFF-SU-10000343,181,3,8639.55,1
OFF-AP-10002283,334,2,5541.89,2
FUR-CH-10001756,13,11,14441.49,1
TEC-PH-10000577,105,6,7473.18,1
FUR-FU-10004091,16,8,6526.58,1
OFF-AME-10001009,12,2,2932.8,3
FUR-TA-10001980,594,2,3437.85,4
TEC-CO-10004171,105,6,11417.44,1
OFF-ST-10004365,21,10,6431.97,1
OFF-ST-10000130,2,14,13980.29,1
FUR-CH-10004478,12,12,8100.11,1
OFF-AR-10000091,49,23,6793.28,1
FUR-TA-10003171,43,2,5203.76,1
OFF-BIC-10003800,36,13,2236.67,3
TEC-CO-10001831,428,3,2049.89,4
TEC-CO-10004468,18,3,2438.39,3
OFF-ST-10003446,22,12,3453.91,3
TEC-AC-10003180,733,1,1035.84,4
FUR-BO-10003905,33,7,16162.92,1
OFF-EN-10002104,156,5,5546.1,1
TEC-AC-10001463,98,5,5284.11,1
TEC-PH-10003784,180,5,6540.83,1
OFF-AR-10004151,5,11,9342.72,1
TEC-MA-10001859,216,4,5012.0,1
TEC-CO-10002089,113,5,4086.08,3
TEC-AC-10001274,78,5,10332.9,1
FUR-TA-10004132,1314,1,3309.07,4
TEC-EPS-10004328,492,4,4808.14,2
TEC-CO-10002571,76,4,4500.16,3
OFF-PA-10000806,301,5,5889.1,2
TEC-PH-10003913,49,4,8515.6,1
TEC-PH-10004810,9,5,12328.47,1
FUR-BO-10002133,7,3,2618.76,3
TEC-PH-10003357,405,4,2065.23,4
TEC-PH-10004544,197,3,5318.38,1
OFF-AP-10000576,90,7,9328.47,1
FUR-BO-10001155,20,9,7978.98,1
TEC-PH-10001468,30,1,1638.18,3
FUR-CH-10004194,54,11,10174.57,1
TEC-CO-10004605,191,3,14908.81,1
FUR-HON-10001343,714,2,1586.85,4
OFF-AR-10002037,41,10,7401.78,1
TEC-PH-10003437,35,4,7558.99,1
FUR-TA-10002607,69,8,15000.32,1
TEC-AC-10000221,216,4,11223.91,1
TEC-AC-10002263,49,3,2697.84,3
TEC-AC-10004054,4,10,12956.36,1
TEC-PH-10000841,965,2,682.95,4
FUR-BO-10000378,85,4,6352.42,1
TEC-MOT-10002855,331,1,830.59,4
TEC-CO-10004406,586,1,5014.42,2
FUR-BO-10001387,1034,4,12807.77,2
TEC-MA-10003626,1384,2,4435.02,4
TEC-AC-10000657,15,1,457.56,3
FUR-BO-10000268,180,4,4652.49,1
OFF-ST-10002164,132,5,6787.2,1
TEC-PH-10000840,415,2,3643.2,4
OFF-BIC-10004976,21,10,1273.23,3
FUR-CH-10004506,188,5,6251.52,1
TEC-CO-10000500,462,5,9477.0,2
OFF-CUI-10003993,14,4,2617.52,3
OFF-AR-10000110,5,22,21705.55,1
FUR-HAR-10004726,229,3,3693.98,3
OFF-ST-10001272,104,5,4187.84,3
OFF-ST-10002066,124,6,4610.59,3
OFF-ST-10004123,7,8,12737.2,1
OFF-HAM-10001107,263,2,2504.4,4
FUR-TA-10002351,372,1,1339.56,4
FUR-CH-10003618,1431,1,323.78,4
OFF-AP-10000326,657,1,789.6,4
TEC-CO-10000338,7,5,5359.51,1
OFF-AP-10000391,49,4,7562.73,1
OFF-AP-10001124,297,1,5182.72,2
FUR-FU-10004158,1,5,7829.35,1
TEC-CIS-10003439,51,6,4780.62,1
OFF-ST-10003286,48,4,8733.1,1
FUR-CH-10001919,884,1,391.56,4
OFF-KIT-10002828,35,3,7403.04,1
OFF-ST-10002161,54,8,8316.08,1
TEC-PH-10001478,33,6,5149.97,1
FUR-TA-10003963,944,1,2220.55,4
OFF-PA-10001289,125,8,7403.16,1
FUR-BO-10000071,221,8,9946.53,1
OFF-AR-10001002,139,9,9839.23,1
OFF-AP-10001941,85,2,1925.6,3
FUR-FU-10004811,98,4,5102.39,1
TEC-PH-10004434,552,3,9489.31,2
FUR-CH-10001146,5,15,10599.24,1
FUR-FU-10000305,48,3,1149.88,3
OFF-ST-10002619,898,1,4570.99,4
TEC-CO-10000961,1001,1,1118.98,4
OFF-AR-10000079,226,9,6269.34,1
TEC-CO-10001742,34,5,9007.57,1
OFF-AP-10001197,176,2,4846.28,1
OFF-BI-10003098,223,5,2207.46,3
FUR-FU-10000242,439,6,4711.08,2
TEC-SAM-10002496,120,2,2022.61,3
OFF-AR-10001230,118,6,8262.81,1
FUR-BO-10004430,149,6,10773.06,1
TEC-CO-10000387,78,3,2519.89,3
FUR-SAU-10000745,70,2,840.15,3
TEC-HEW-10002501,203,3,1983.5,3
OFF-AR-10000380,103,10,9259.52,1
TEC-PH-10004350,78,4,8686.43,1
FUR-BO-10001342,49,6,9255.38,1
FUR-SAF-10004173,111,3,6247.43,1
FUR-LES-10000488,761,1,1016.76,4
TEC-EPS-10004111,92,4,2189.21,3
FUR-BO-10004408,139,4,9933.55,1
TEC-AC-10004997,126,5,7967.81,1
FUR-BAR-10004561,1181,1,518.4,4
FUR-FU-10000965,401,6,6939.18,2
TEC-CO-10001391,79,3,1535.37,3
TEC-AC-10004081,20,6,3493.54,3
TEC-EPS-10002711,146,2,2840.7,3
OFF-ST-10004583,218,8,8158.01,1
FUR-CH-10003485,36,6,11989.04,1
FUR-OFF-10003713,475,2,4440.15,4
FUR-TA-10001113,137,3,12327.13,1
OFF-ST-10004695,2,14,19429.36,1
OFF-AR-10004492,27,17,19181.64,1
FUR-CH-10001553,497,3,6964.97,2
TEC-SAN-10001506,131,4,4796.01,1
TEC-CO-10001580,47,6,5379.5,1
TEC-PH-10002641,733,1,2629.8,4
OFF-AP-10002421,680,1,1499.44,4
FUR-TA-10000695,1007,2,3224.0,4
FUR-NOV-10000323,194,2,598.57,3
FUR-TA-10002860,235,2,3060.84,3
OFF-PA-10000062,75,5,3693.31,3
TEC-AC-10002522,230,2,1561.73,3
FUR-CH-10001714,50,5,5884.71,1
TEC-KON-10002309,499,2,1348.31,4
FUR-SAF-10002360,191,3,5650.95,1
FUR-FU-10003273,33,6,8876.56,1
TEC-CO-10003002,20,8,15441.02,1
TEC-ENE-10001466,568,4,785.4,4
TEC-BRO-10002345,498,3,3085.74,4
TEC-CO-10000279,69,1,1282.23,3
TEC-PH-10003916,198,1,2988.8,3
OFF-AP-10000263,41,3,4666.05,1
FUR-BO-10001860,267,5,11546.85,2
FUR-BO-10001003,38,2,9194.25,1
FUR-CH-10002961,19,6,6914.48,1
FUR-DAN-10002846,2,4,3196.78,3
OFF-AR-10003021,27,4,4942.94,1
TEC-MA-10001311,1178,1,4201.92,4
FUR-BO-10003604,53,2,7283.64,1
FUR-BO-10001753,83,9,15936.23,1
FUR-FU-10003297,48,8,10952.28,1
FUR-BO-10000155,11,4,10159.91,1
FUR-CH-10002974,146,4,4735.34,1
TEC-CO-10000296,51,6,10698.7,1
FUR-CH-10004886,125,6,7973.45,1
FUR-FU-10002918,517,5,4439.82,4
FUR-CH-10002288,247,5,4024.42,3
FUR-BO-10004075,422,5,10045.44,2
FUR-CH-10004089,48,6,5800.67,1
TEC-MOT-10001196,202,6,7207.4,1
OFF-ST-10001469,558,7,4275.22,4
OFF-AP-10001682,107,6,6408.07,1
TEC-PH-10003273,384,4,6979.85,2
OFF-AR-10000727,23,12,7958.4,1
TEC-MA-10000946,306,4,6407.79,2
TEC-PH-10003772,253,5,4763.51,1
TEC-CO-10003682,83,4,15397.09,1
TEC-AC-10002086,939,4,12646.76,2
TEC-MA-10002149,230,5,9802.62,1
OFF-AP-10000534,28,1,2788.67,3
FUR-BUS-10003055,57,5,4469.99,3
FUR-HON-10001627,12,4,1545.1,3
TEC-PH-10004144,77,2,5182.94,1
OFF-ST-10004374,838,1,2062.08,4
FUR-SAF-10004525,524,3,4534.38,4
TEC-MA-10003261,6,5,5288.76,1
OFF-AP-10000415,798,2,4103.89,4
OFF-PA-10000357,27,16,10654.38,1
OFF-PA-10003938,18,8,13541.8,1
FUR-HON-10002570,197,5,11509.78,1
OFF-ROG-10001340,35,14,10365.12,1
OFF-BIN-10000712,139,15,10390.13,1
TEC-PH-10004402,0,10,16589.58,1
FUR-BO-10002378,481,5,3494.57,4
TEC-MA-10003461,19,5,3012.17,3
TEC-AC-10004566,2,7,5851.56,1
OFF-ST-10004183,71,6,8687.45,1
TEC-SHA-10004083,217,3,4046.4,3
OFF-PA-10004027,19,9,5206.08,1
TEC-PH-10000922,72,9,11370.8,1
TEC-CO-10001352,184,4,3176.42,3
FUR-CH-10001914,77,7,4174.87,3
TEC-PH-10002070,43,8,5370.0,1
OFF-ST-10001026,75,8,7021.89,1
FUR-TA-10001371,473,2,4923.6,2
FUR-BO-10003828,156,6,8055.61,1
FUR-BO-10004327,275,4,3136.64,4
TEC-KON-10002034,125,8,7212.75,1
TEC-MA-10002931,149,6,10548.04,1
TEC-AC-10001355,5,2,2675.27,3
FUR-FU-10000339,406,5,9920.2,2
FUR-FU-10004748,390,4,1854.26,4
OFF-EN-10000755,76,6,2753.52,3
TEC-ENE-10000235,155,2,9695.28,1
FUR-FU-10004095,193,6,20220.48,1
OFF-ST-10000892,425,7,6241.75,2
TEC-CIS-10002598,93,7,2257.67,3
FUR-TEN-10003871,701,2,5008.07,2
TEC-AC-10002926,99,8,6568.69,1
OFF-XER-10000846,63,2,8839.8,1
TEC-OKI-10002752,764,2,5645.25,2
OFF-BI-10000972,54,15,10180.56,1
FUR-CH-10003822,75,8,14981.65,1
OFF-HAM-10001302,425,2,5613.0,2
FUR-TA-10000360,1129,1,3484.73,4
OFF-PA-10003550,33,6,10702.11,1
TEC-PH-10004300,48,9,10417.08,1
FUR-TA-10001622,282,2,9441.6,2
FUR-BO-10001507,38,1,969.04,3
OFF-AP-10001635,1271,1,2114.76,4
OFF-ST-10000129,69,3,6795.04,1
OFF-AP-10004453,267,2,2180.8,4
OFF-AP-10002311,36,10,4149.24,3
FUR-FU-10001746,72,3,4614.75,3
TEC-AC-10000865,112,6,6782.22,1
TEC-HEW-10000930,21,6,5087.38,1
FUR-BO-10004690,874,2,4976.78,2
FUR-FU-10000620,41,7,2775.06,3
FUR-TA-10000591,1030,1,6955.3,2
FUR-FU-10003918,8,5,6676.54,1
FUR-FU-10002298,16,5,10587.49,1
FUR-SAF-10001956,499,3,1006.5,4
TEC-CO-10001725,554,2,6576.02,2
TEC-CO-10001037,82,9,8436.31,1
TEC-MA-10002520,736,4,10210.55,2
TEC-AC-10002219,110,6,9264.68,1
TEC-MA-10004236,64,1,12807.68,1
OFF-EN-10002855,2,7,8298.91,1
OFF-PA-10001258,365,6,15587.4,2
FUR-TA-10004371,415,1,6676.74,2
TEC-AC-10003750,0,8,11767.41,1
OFF-AP-10004698,79,1,2896.42,3
OFF-AP-10001504,19,4,2059.02,3
OFF-SAN-10000874,351,12,4016.56,4
FUR-FU-10003094,541,2,1378.5,4
TEC-AC-10000254,110,5,9638.55,1
TEC-PH-10003752,1009,4,1271.79,4
OFF-ACC-10000102,92,9,4205.76,3
TEC-AC-10002844,1138,1,636.0,4
TEC-CO-10002065,5,5,7005.99,1
FUR-CH-10004387,42,12,11102.96,1
OFF-AR-10001269,16,14,7136.01,1
TEC-CO-10001674,310,5,1663.73,4
FUR-CH-10001262,513,10,11444.07,2
FUR-TA-10000075,1014,1,2045.76,4
FUR-FU-10003374,123,2,2970.27,3
FUR-BO-10002936,301,5,4139.26,4
FUR-CH-10000225,19,7,10584.09,1
OFF-PA-10002377,35,14,4129.58,3
TEC-PH-10000019,127,2,1117.82,3
OFF-AR-10000266,34,16,8099.32,1
FUR-BO-10002964,196,3,9644.55,1
TEC-MA-10004049,246,2,2041.25,3
FUR-CH-10003540,144,6,8416.97,1
FUR-FU-10002659,35,11,13025.91,1
FUR-BO-10000786,134,4,19869.6,1
TEC-PH-10003102,372,5,7340.52,2
TEC-AC-10003711,452,2,4208.76,4
OFF-AP-10002734,1135,1,2025.36,4
FUR-BO-10002109,392,3,4060.2,4
OFF-TEN-10000794,6,13,12642.67,1
FUR-FU-10000606,476,3,3083.57,4
TEC-CO-10000887,509,4,7051.59,2
FUR-CH-10000788,49,10,8820.76,1
TEC-AC-10000023,1155,5,4235.94,4
TEC-PH-10002570,284,4,3293.95,4
TEC-AC-10001047,597,1,169.44,4
FUR-CH-10002626,82,10,8265.13,1
TEC-PH-10000956,160,2,2031.06,3
OFF-AP-10003538,5,4,11896.92,1
TEC-CO-10002812,57,1,1426.46,3
FUR-TA-10000519,85,1,4846.3,1
TEC-PH-10004093,111,8,4152.29,3
TEC-CO-10002696,1182,1,2331.36,4
FUR-CH-10000133,47,3,7245.41,1
FUR-BO-10001872,237,1,2696.98,3
FUR-TA-10002789,1201,1,1848.02,4
FUR-TA-10001226,379,1,2205.72,4
FUR-FU-10001246,75,5,11966.8,1
FUR-CH-10001973,41,7,6969.54,1
FUR-IKE-10003053,70,1,579.84,3
FUR-CH-10004047,44,4,9837.84,1
FUR-BO-10003631,308,7,5601.65,2
FUR-TA-10004289,19,3,10128.12,1
FUR-BO-10004899,428,3,8134.9,2
TEC-PH-10001254,29,4,9448.06,1
FUR-TA-10000245,257,3,3446.13,3
TEC-PH-10001492,779,1,4684.8,2
TEC-CO-10001560,660,2,499.4,4
FUR-FU-10004288,443,7,5714.7,2
TEC-CO-10001531,410,2,1331.02,4
OFF-AP-10003979,449,2,840.58,4
OFF-AP-10000691,455,1,1190.59,4
TEC-AC-10001756,8,6,2225.57,3
TEC-CO-10001042,36,5,9499.59,1
TEC-AC-10001876,406,2,2486.16,4
OFF-BI-10004042,104,6,6864.47,1
FUR-CH-10004065,44,4,7413.01,1
TEC-CO-10003370,97,7,11340.05,1
TEC-PH-10003011,36,7,8801.28,1
TEC-MA-10002779,359,5,4792.83,2
FUR-FU-10000747,163,7,4312.92,3
TEC-AC-10003417,173,1,1025.19,3
FUR-HON-10003950,21,3,954.27,3
TEC-CO-10000172,58,4,8572.9,1
OFF-ST-10002499,67,12,9145.01,1
TEC-PH-10003215,20,9,8823.13,1
FUR-FU-10002937,30,14,14412.06,1
OFF-ST-10000127,6,10,12002.32,1
TEC-AC-10004761,480,4,2105.95,4
FUR-FU-10003664,92,9,31451.16,1
TEC-PH-10000141,280,3,1834.52,4
OFF-ST-10000736,2,12,15272.83,1
TEC-OKI-10002736,42,6,4393.69,3
OFF-AP-10004527,89,2,2886.38,3
TEC-AC-10004420,420,1,1918.88,4
TEC-AC-10003262,363,1,615.74,4
OFF-WIL-10000146,209,5,2256.37,3
TEC-MA-10004168,818,1,2781.12,4
FUR-TA-10004767,39,4,2569.48,3
TEC-MA-10003146,349,2,3459.49,4
TEC-PH-10004345,270,5,11515.2,2
FUR-CH-10000302,76,9,4906.72,1
FUR-SAF-10002940,127,5,6991.08,1
TEC-MA-10003176,224,3,2028.09,3
TEC-AC-10000596,8,5,7713.75,1
TEC-AC-10001666,5,5,5792.04,1
TEC-MOT-10001342,181,8,4769.23,1
TEC-CO-10002700,110,6,7785.62,1
OFF-SU-10004306,226,10,13291.39,1
TEC-PH-10001580,14,10,11261.62,1
TEC-APP-10002829,140,4,1681.8,3
FUR-TA-10002885,92,3,6339.43,1
FUR-TA-10002095,27,3,6289.18,1
TEC-HP -10001574,156,3,16076.78,1
TEC-CO-10004507,196,6,9101.61,1
FUR-BO-10004459,42,6,6123.26,1
TEC-PH-10000087,78,7,11401.8,1
FUR-BO-10001608,351,5,12129.06,2
TEC-MA-10000110,142,4,4389.23,3
FUR-OFF-10004495,47,6,3327.29,3
TEC-PH-10000693,43,4,11212.08,1
OFF-IBI-10001123,28,9,4806.36,1
TEC-PH-10004915,23,2,1436.4,3
FUR-FU-10000526,16,4,5899.56,1
OFF-KIT-10003757,925,1,633.53,4
OFF-ST-10004996,8,14,9584.33,1
OFF-EN-10004773,372,4,2428.83,4
FUR-CH-10001153,224,5,4192.79,3
TEC-PH-10000014,1086,3,2618.42,4
OFF-AP-10003956,71,3,1538.98,3
FUR-CH-10002631,54,8,8391.48,1
FUR-CH-10001187,98,1,2109.24,3
OFF-PA-10002652,182,3,3694.62,3
TEC-AC-10003408,148,7,3860.58,3
FUR-CH-10002088,349,7,5485.57,2
OFF-STA-10000244,16,14,5875.73,1
FUR-CH-10002410,222,4,1578.19,3
OFF-AP-10003182,786,2,4027.92,4
FUR-BO-10000195,1,3,5187.8,1
TEC-PH-10003481,177,6,8966.31,1
TEC-PAN-10002756,100,3,3100.14,3
TEC-MA-10004198,22,3,6544.74,1
TEC-MA-10000003,1147,2,2818.02,4
FUR-DEF-10000495,160,4,9951.32,1
OFF-ST-10001222,33,12,15775.32,1
TEC-MA-10000572,113,2,3271.82,3
TEC-ENE-10001541,398,2,1292.7,4
OFF-ST-10002510,35,8,13954.44,1
TEC-LOG-10002589,756,5,3863.91,4
TEC-HEW-10003531,503,2,17138.55,2
FUR-TA-10004484,323,1,363.38,4
TEC-PH-10001299,468,5,5879.61,2
TEC-CAN-10001378,483,3,9724.86,2
TEC-EPS-10000774,198,3,5390.28,1
TEC-AC-10002364,40,1,1034.16,3
FUR-BO-10003966,183,4,3650.42,3
OFF-SU-10004911,48,3,4467.84,3
TEC-MA-10002992,960,1,175.17,4
OFF-KIT-10003337,201,2,1368.71,3
FUR-BO-10004371,637,1,2747.4,4
FUR-TA-10003386,373,1,4402.43,4
TEC-MA-10001811,92,2,6445.05,1
OFF-CAM-10004271,40,3,639.41,3
FUR-CH-10000013,258,2,2409.19,3
FUR-LES-10004420,398,1,1008.0,4
OFF-BRE-10003081,300,7,5454.81,2
OFF-AP-10004515,191,5,5688.0,1
TEC-AC-10003276,142,4,7983.72,1
TEC-CO-10001410,68,10,17521.66,1
OFF-ST-10004835,176,12,7353.95,1
OFF-SU-10004980,49,7,4134.12,3
FUR-BO-10002346,63,7,12142.79,1
FUR-CH-10004860,26,8,5907.33,1
OFF-EN-10002035,14,5,4516.87,3
TEC-PH-10002419,75,5,9993.39,1
OFF-AP-10000228,204,5,5028.04,1
FUR-TA-10003449,180,1,635.18,3
TEC-CO-10003587,139,2,3693.31,3
FUR-CH-10003168,221,1,634.28,3
TEC-PH-10001677,23,9,14426.42,1
TEC-MA-10004933,62,5,13376.69,1
OFF-STA-10000155,149,10,2208.84,3
FUR-TA-10004544,532,2,1879.92,4
FUR-BO-10004483,107,2,4944.67,1
TEC-MOT-10004136,148,4,1270.03,3
FUR-BO-10003904,447,4,2239.69,4
OFF-AP-10004571,803,1,1517.92,4
OFF-BI-10001032,184,5,4278.92,3
FUR-CH-10002304,79,7,7593.95,1
OFF-BIN-10001715,218,10,5916.8,1
OFF-KIT-10000099,147,4,20301.7,1
FUR-BO-10001537,73,3,3553.08,3
OFF-AP-10000119,70,3,3598.2,3
OFF-BI-10004078,93,6,2865.23,3
OFF-AP-10002128,28,7,3717.66,3
TEC-PH-10001264,29,8,12639.74,1
TEC-MA-10004323,258,5,5808.6,1
OFF-ST-10003322,4,7,3746.96,3
TEC-MA-10004693,195,3,4869.0,1
TEC-AC-10003518,5,4,17302.35,1
FUR-DAN-10004940,41,5,2502.34,3
FUR-RUB-10003004,120,5,7591.32,1
TEC-OKI-10003221,52,4,5594.8,1
OFF-AP-10002118,54,6,8617.82,1
FUR-BO-10001892,524,4,9957.89,2
OFF-SU-10003343,47,9,7900.1,1
FUR-IKE-10002268,856,2,849.0,4
TEC-CO-10003166,79,1,767.59,3
TEC-CO-10002981,556,2,7705.81,2
OFF-ST-10003334,350,7,8559.0,2
FUR-BO-10004507,302,3,3827.52,4
TEC-AC-10000742,867,3,5469.16,2
FUR-CH-10002316,15,3,3056.35,3
OFF-AP-10004972,85,5,2891.96,3
OFF-ST-10001255,50,13,13419.05,1
TEC-AC-10003851,123,7,5450.38,1
TEC-PH-10000441,210,8,11465.09,1
FUR-FU-10003736,279,3,7960.38,2
FUR-FU-10003601,32,6,8706.51,1
TEC-CO-10003622,48,2,3383.92,3
OFF-EN-10004526,12,7,7886.45,1
TEC-PH-10001574,41,2,1763.74,3
FUR-BO-10003221,48,6,8024.54,1
FUR-TA-10000403,413,2,1100.78,4
FUR-BO-10004504,264,9,16716.96,2
OFF-PA-10001686,54,5,3633.72,3
TEC-ENE-10002686,83,6,3294.48,3
OFF-FA-10003530,70,9,2815.25,3
OFF-SAN-10002839,1,13,3873.14,3
TEC-MA-10002109,292,2,899.94,4
FUR-NOV-10002107,565,1,4821.12,2
TEC-PH-10003970,124,3,3948.12,3
TEC-AC-10000827,58,6,9127.8,1
FUR-FU-10004845,47,3,4813.78,1
TEC-EPS-10003473,19,5,10655.65,1
TEC-PH-10002138,188,6,4175.6,3
FUR-HON-10002941,250,1,663.6,3
TEC-MA-10003338,244,4,5472.01,1
OFF-BRE-10002255,673,3,2126.78,4
OFF-ST-10001393,401,5,3252.1,4
OFF-PA-10004327,103,5,1829.78,3
TEC-PH-10004251,386,3,5556.19,2
FUR-CH-10004920,58,9,5783.38,1
OFF-AP-10002226,222,3,1972.57,3
TEC-PH-10000298,770,1,2721.6,4
FUR-FU-10003939,113,7,7682.76,1
OFF-PA-10001144,9,5,3617.3,3
OFF-SU-10004655,226,5,4636.5,3
FUR-BO-10002471,5,5,5924.16,1
FUR-DAN-10001584,403,3,4467.96,4
FUR-FU-10000718,184,5,2720.25,3
OFF-AP-10002698,553,1,277.89,4
TEC-MA-10001681,107,2,2411.7,3
TEC-PH-10000286,106,3,5057.26,1
OFF-AR-10002417,135,9,4938.78,1
OFF-ST-10002263,36,9,10449.0,1
FUR-BO-10003384,729,3,6362.2,2
OFF-SU-10004766,18,8,2569.51,3
TEC-CO-10001726,1,5,8364.59,1
TEC-STA-10002459,426,1,1230.19,4
TEC-CO-10004252,6,3,6702.21,1
OFF-AR-10002902,148,11,7974.45,1
OFF-AR-10000179,26,6,3825.19,3
TEC-CO-10004689,43,4,8469.63,1
FUR-BO-10004423,127,6,7895.89,1
OFF-PA-10003139,1,6,3254.53,3
FUR-BO-10000797,128,3,2603.91,3
FUR-CH-10002438,1294,1,1107.43,4
FUR-BO-10003530,229,4,3682.54,3
FUR-BO-10003287,237,3,10367.81,1
TEC-CO-10002244,2,6,8988.62,1
OFF-AR-10001495,29,6,3386.74,3
TEC-PH-10004162,331,2,4394.24,4
OFF-AR-10001898,25,15,4427.22,3
OFF-SU-10000970,266,8,5497.31,2
TEC-CO-10004901,107,3,3703.76,3
TEC-BEL-10001971,55,5,2967.36,3
TEC-KON-10001624,89,7,2325.03,3
OFF-ST-10002539,0,12,15161.94,1
OFF-ST-10002781,2,10,11392.99,1
FUR-CH-10004844,0,7,5453.7,1
FUR-TA-10004219,411,1,5165.78,2
FUR-CH-10001797,26,12,13405.91,1
FUR-FU-10002699,254,7,2593.7,3
FUR-BO-10004567,265,8,6210.1,2
TEC-MA-10002701,69,4,3742.2,3
OFF-AP-10001049,617,2,3047.02,4
